,sku,cat1,cat2,cat3
9214,CAU164,cosmética y belleza,facial,hidratantes
9215,CAU165,cosmética y belleza,facial,hidratantes
9216,CAU170,cosmética y belleza,perfumería,mujer
9217,CAU171,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9218,CAU178,higiene y cuidado personal,facial,mascarillas
9219,CAU179,higiene y cuidado personal,facial,mascarillas
9220,CAU180,higiene y cuidado personal,facial,mascarillas
9221,CAU181,higiene y cuidado personal,facial,mascarillas
9222,CAU183,cosmética y belleza,perfumería,mujer
9223,CAU184,higiene y cuidado personal,corporal,geles
9224,CAU186,cosmética y belleza,manos,crema de manos
9225,CAU187,cosmética y belleza,facial,antiarrugas
9226,CAU188,cosmética y belleza,facial,antiarrugas
9227,CAU189,cosmética y belleza,facial,antiarrugas
9228,CAU190,cosmética y belleza,facial,antiarrugas
9229,CAU197,cosmética y belleza,labial,pintalabios
9230,CAU199,cosmética y belleza,labial,pintalabios
9231,CAU203,cosmética y belleza,facial,luminosidad
9232,CAU204,higiene y cuidado personal,facial,exfoliantes
9233,CAU205,cosmética y belleza,corporal,hidratación
9234,CAU208,cosmética y belleza,facial,serum
9235,CAU208+CAU209+CAU210,cosmética y belleza,facial,serum
9236,CAU209,cosmética y belleza,ojos,contorno de ojos
9237,CAU210,cosmética y belleza,facial,hidratantes
9238,CAU210+CAU209+CAU211,cosmética y belleza,facial,hidratantes
9239,CAU211,cosmética y belleza,facial,hidratantes
9240,CAU212,cosmética y belleza,facial,luminosidad
9241,CAU213,cosmética y belleza,perfumería,mujer
9242,CAU214,higiene y cuidado personal,corporal,geles
9243,CAU222,cosmética y belleza,facial,antiarrugas
9244,CAU223,cosmética y belleza,facial,hidratantes
9245,CAU224,cosmética y belleza,facial,serum
9246,CAU2278,cosmética y belleza,labial,hidratantes labiales
9247,CAU2348,cosmética y belleza,labial,hidratantes labiales
9248,CAU250A,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9249,CAU251,cosmética y belleza,facial,acné
9250,CAU252,cosmética y belleza,facial,hidratantes
9251,CAU253,cosmética y belleza,corporal,hidratación
9252,CAU254,cosmética y belleza,corporal,hidratación
9253,CB02187X.azul,infantil,juguetes,sonajeros
9254,CB02187X.rosa,infantil,juguetes,sonajeros
9255,CB02187X.verde,infantil,juguetes,sonajeros
9256,CB02417X.A,cosmética y belleza,accesorios de belleza,peines o cepillos
9257,CB02417X.R,cosmética y belleza,accesorios de belleza,peines o cepillos
9258,CB02417X.V,cosmética y belleza,accesorios de belleza,peines o cepillos
9259,CB02606X.A,infantil,juguetes,sonajeros
9260,CB02606X.ROSA,infantil,juguetes,sonajeros
9261,CB02781X,salud,botiquín,termómetros
9262,CB02782X,salud,botiquín,termómetros
9263,CB04401X.AM,infantil,accesorios de alimentación,vajillas infantiles
9264,CB04401X.azulperrito,infantil,accesorios de alimentación,vajillas infantiles
9265,CB04401X.ROJO,infantil,accesorios de alimentación,recipientes de conservación
9266,CB04401X.ROSA,infantil,accesorios de alimentación,vajillas infantiles
9267,CB04401X.turquesa,infantil,accesorios de alimentación,vajillas infantiles
9268,CB04530X.ROSCON,infantil,accesorios de alimentación,cubiertos
9269,CB04530XAzul,infantil,accesorios de alimentación,cubiertos
9270,CB04530XPerritoAz,infantil,accesorios de alimentación,cubiertos
9271,CB05119U,higiene y cuidado personal,nariz y oído,limpieza
9272,CB07403X.AZUL,infantil,accesorios de alimentación,esterilización y limpieza
9273,CB07403X.ROSA,infantil,accesorios de alimentación,esterilización y limpieza
9274,CB07403X.VERDE,infantil,accesorios de alimentación,esterilización y limpieza
9275,CB07406XAZUL,cosmética y belleza,accesorios de belleza,peines o cepillos
9276,CB07406XBLANCO,cosmética y belleza,accesorios de belleza,peines o cepillos
9277,CB09117U,higiene y cuidado personal,dental,cepillos
9278,CB09598U,infantil,preparación al parto y maternidad,bragas y compresas postparto
9279,CB09599X,infantil,preparación al parto y maternidad,bragas y compresas postparto
9280,CB09600X,infantil,preparación al parto y maternidad,bragas y compresas postparto
9281,CB18117U,infantil,biberones,biberones
9282,CB21488X.AZUL,infantil,accesorios de alimentación,cubiertos
9283,CB21488X.ROSA,infantil,accesorios de alimentación,cubiertos
9284,CB21488X.VERDE,infantil,accesorios de alimentación,cubiertos
9285,CB21720U,infantil,biberones,tetinas
9286,CB21721U,infantil,biberones,tetinas
9287,CB21723U,infantil,biberones,tetinas
9288,CB35222XRosa,infantil,biberones,biberones
9289,CB56131X,infantil,accesorios de alimentación,útiles de aprendizaje
9290,CB56154X,higiene y cuidado personal,nariz y oído,limpieza
9291,CB56159X,higiene y cuidado personal,dental,cepillos
9292,CB73003U,higiene y cuidado personal,íntima,compresas
9293,CB74006X.A,infantil,mobiliario y descanso del bebé,bañeras de bebé
9294,CB74006X.R,infantil,mobiliario y descanso del bebé,bañeras de bebé
9295,CB74018Xazul,infantil,juguetes,mordedores
9296,CB74018Xrosa,infantil,juguetes,mordedores
9297,CB74020X.AZUL,infantil,accesorios de alimentación,baberos y otros
9298,CB74020X.ROJO,infantil,accesorios de alimentación,baberos y otros
9299,CB78001X,higiene y cuidado personal,íntima,compresas
9300,CDBARGA,nutrición,nutrición deportiva,energéticos
9301,CDBARMA,nutrición,nutrición deportiva,energéticos
9302,CDBARRE,nutrición,nutrición deportiva,energéticos
9303,CDBARYO,nutrición,nutrición deportiva,energéticos
9304,CH0025,infantil,juguetes,sonajeros
9305,CH080912,infantil,chupetes,cadenitas chupetes
9306,CH080914,infantil,chupetes,chupetes de silicona
9307,CH1191,infantil,juguetes,para la cuna
9308,CH407990256,infantil,lactancia,cojin de lactancia
9309,CH5934,infantil,higiene infantil,canastillas y kits bebé
9310,CH7157,infantil,juguetes,educativos e interactivos
9311,CH7391,infantil,accesorios de alimentación,esterilización y limpieza
9312,CH7392,infantil,accesorios de alimentación,esterilización y limpieza
9313,CH7533azul,higiene y cuidado personal,dental,cepillos
9314,Ch7533verde,higiene y cuidado personal,dental,cepillos
9315,CH79949,infantil,paseo y primeros pasos,portabebés
9316,CH8081121,infantil,biberones,biberones
9317,CH93080,infantil,juguetes,educativos e interactivos
9318,CH934110,infantil,chupetes,cadenitas chupetes
9319,CH934120,infantil,chupetes,cadenitas chupetes
9320,CH934130,infantil,chupetes,cadenitas chupetes
9321,CH9372,infantil,juguetes,educativos e interactivos
9322,CHAlGZIG,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9323,CHBAS,higiene y cuidado personal,nariz y oído,limpieza
9324,CHBASBABY,higiene y cuidado personal,nariz y oído,limpieza
9325,CHCOM21,higiene y cuidado personal,íntima,compresas
9326,CHCOMAN,higiene y cuidado personal,íntima,compresas
9327,CHCOMDI,higiene y cuidado personal,íntima,compresas
9328,CHCOMMAT,higiene y cuidado personal,íntima,compresas
9329,CHCOMNO,higiene y cuidado personal,íntima,compresas
9330,CHCOPS,higiene y cuidado personal,íntima,copas menstruales
9331,CHDIGRE,higiene y cuidado personal,íntima,tampones
9332,CHDISDES,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9333,CHDISLAC,infantil,lactancia,discos de lactancia
9334,CHI0010,infantil,accesorios de alimentación,útiles de aprendizaje
9335,chi7201,infantil,juguetes,educativos e interactivos
9336,CHPRO0,higiene y cuidado personal,íntima,protegeslip
9337,CHPRO1,higiene y cuidado personal,íntima,protegeslip
9338,CHPRO2,higiene y cuidado personal,íntima,protegeslip
9339,CHTAMPL,higiene y cuidado personal,íntima,tampones
9340,CHTAMRE,higiene y cuidado personal,íntima,tampones
9341,CHTAMSU,higiene y cuidado personal,íntima,tampones
9342,CHTOABE,infantil,higiene infantil,toallitas bebé
9343,CHTOADE,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9344,CHTOAIN,higiene y cuidado personal,íntima,limpieza
9345,CIEN750378,salud,óptica,salud ocular
9346,CN0703161,salud,botiquín,quemaduras y cicatrices
9347,CNAN,higiene y cuidado personal,dental,cepillos
9348,CNAR,higiene y cuidado personal,dental,cepillos
9349,CNAV,higiene y cuidado personal,dental,cepillos
9350,CNGINRO,salud,problemas cardiovasculares y circulación,colesterol
9351,CNKA,higiene y cuidado personal,dental,cepillos
9352,CNKN,higiene y cuidado personal,dental,cepillos
9353,CNKR,higiene y cuidado personal,dental,cepillos
9354,CNKV,higiene y cuidado personal,dental,cepillos
9355,CNNA,higiene y cuidado personal,dental,cepillos
9356,CNP6101048,cosmética y belleza,uñas,limas y tratamiento uñas
9357,CNP6838276,cosmética y belleza,uñas,pintauñas
9358,CNP6838284,cosmética y belleza,uñas,pintauñas
9359,CNP6838292,cosmética y belleza,uñas,pintauñas
9360,CNP6838300,cosmética y belleza,uñas,pintauñas
9361,CNP6868208,cosmética y belleza,ojos,lapiz y sombra de ojos
9362,CNP6868216,cosmética y belleza,ojos,lapiz y sombra de ojos
9363,CNP6889865,cosmética y belleza,labial,pintalabios
9364,CNP6889915,cosmética y belleza,labial,pintalabios
9365,CNP6889923,cosmética y belleza,labial,pintalabios
9366,CNP6889964,cosmética y belleza,labial,pintalabios
9367,CNP6915892,cosmética y belleza,facial,maquillajes
9368,CNP6915926,cosmética y belleza,facial,maquillajes
9369,CON6701,salud,salud sexual,preservativos
9370,COOJO0,salud,óptica,colirios
9371,COOJO1,salud,óptica,colirios
9372,CP160919,salud,vitaminas y minerales,suplementos
9373,cp160920,salud,vitaminas y minerales,suplementos
9374,cp160921,salud,vitaminas y minerales,suplementos
9375,CS0001,higiene y cuidado personal,cabello,champu
9376,CS0002,higiene y cuidado personal,cabello,anticaída
9377,CS0003,cosmética y belleza,ojos,contorno de ojos
9378,CS0004,higiene y cuidado personal,facial,mascarillas
9379,CS8181,higiene y cuidado personal,corporal,geles
9380,CS8319,higiene y cuidado personal,cabello,champu
9381,CS8353,higiene y cuidado personal,cabello,mascarillas
9382,CS8412,higiene y cuidado personal,cabello,mascarillas
9383,CS8446,cosmética y belleza,facial,antiarrugas
9384,CS8463,higiene y cuidado personal,dental,dentífricos
9385,CS8464,higiene y cuidado personal,dental,dentífricos
9386,CS8465,higiene y cuidado personal,corporal,desodorantes
9387,CS84678,higiene y cuidado personal,cabello,peinado y tratamiento
9388,CS8480,higiene y cuidado personal,cabello,champús especiales
9389,CS8481,higiene y cuidado personal,cabello,champús especiales
9390,CS8484,higiene y cuidado personal,cabello,champús especiales
9391,CS8485,higiene y cuidado personal,cabello,champús especiales
9392,CS8486,higiene y cuidado personal,cabello,champús especiales
9393,CS8487,cosmética y belleza,corporal,hidratación
9394,CS8490,higiene y cuidado personal,cabello,tintes de pelo
9395,CS8491,higiene y cuidado personal,cabello,tintes de pelo
9396,CS8492,higiene y cuidado personal,cabello,tintes de pelo
9397,CS8496,higiene y cuidado personal,cabello,tintes de pelo
9398,CS8497,higiene y cuidado personal,cabello,tintes de pelo
9399,CS8499,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9400,CS8500,higiene y cuidado personal,corporal,desodorantes
9401,CS8514,higiene y cuidado personal,corporal,desodorantes
9402,CS8532,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9403,CS8542,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9404,CS8544,cosmética y belleza,corporal,hidratación
9405,CS8755,salud,aromaterapia,aceites esenciales
9406,CS8872,cosmética y belleza,perfumería,mujer
9407,D032050313,nutrición,nutrición deportiva,energéticos
9408,D032050314,nutrición,nutrición deportiva,energéticos
9409,D032060010,higiene y cuidado personal,corporal,geles
9410,D121026,salud,botiquín,golpes y hematomas
9411,D153024,higiene y cuidado personal,dental,cepillos interdentales
9412,D32050093,salud,belleza,cabello | uñas
9413,D32050094,cosmética y belleza,sol,suplementos
9415,D32050131,salud,problemas cardiovasculares y circulación,colesterol
9418,D32050287,salud,belleza,piel
9419,D32060005,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
9420,D32060011,higiene y cuidado personal,corporal,geles
9421,D32060012,cosmética y belleza,facial,acné
9422,D32060014,higiene y cuidado personal,corporal,geles
9423,D32060015,cosmética y belleza,facial,acné
9424,D32060016,higiene y cuidado personal,corporal,geles
9425,D32060019,cosmética y belleza,facial,dermatitis y eczemas
9426,D32060021,higiene y cuidado personal,corporal,geles
9427,D32060025,higiene y cuidado personal,corporal,geles
9428,D32060029,cosmética y belleza,facial,hidratantes
9429,D32060032,higiene y cuidado personal,corporal,desodorantes
9430,D32060040,higiene y cuidado personal,corporal,geles
9431,D32060041,higiene y cuidado personal,corporal,pastilla de jabón
9432,D32060042,higiene y cuidado personal,corporal,geles
9433,D32060043,higiene y cuidado personal,corporal,geles
9434,D32060046,salud,aromaterapia,aceites esenciales
9435,D32060071,higiene y cuidado personal,cabello,champu
9437,D32060077,higiene y cuidado personal,corporal,desodorantes
9439,D42015040,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9440,D42022220,salud,botiquín,quemaduras y cicatrices
9441,D956,salud,ortopedia,movilidad y descanso
9442,DC152494,higiene y cuidado personal,dental,blanqueamiento dental
9443,DC192718,cosmética y belleza,corporal,celulitis
9444,DC306324,salud,salud sexual,preservativos
9445,Dememory60,salud,vitaminas y minerales,multivitamínicos
9446,DI004437,higiene y cuidado personal,corporal,desodorantes
9447,DI004438,higiene y cuidado personal,corporal,desodorantes
9448,DP20054CT1015,infantil,lactancia,discos de lactancia
9449,DP44265CT0516,infantil,lactancia,discos de lactancia
9450,DR002,higiene y cuidado personal,cabello,champu
9451,DR003,higiene y cuidado personal,cabello,champu
9452,DR005,higiene y cuidado personal,cabello,champu
9453,DS0187,cosmética y belleza,labial,hidratantes labiales
9454,DS0217,cosmética y belleza,labial,hidratantes labiales
9455,DS0324,infantil,accesorios de alimentación,recipientes de conservación
9456,DS064,higiene y cuidado personal,cabello,peinado y tratamiento
9457,DS1340,cosmética y belleza,labial,hidratantes labiales
9458,DS1776,cosmética y belleza,labial,pintalabios
9459,DS3444,infantil,accesorios de alimentación,útiles de aprendizaje
9460,E10526,higiene y cuidado personal,íntima,limpieza
9461,E10810,higiene y cuidado personal,corporal,geles
9462,E10825,cosmética y belleza,corporal,piel seca y atópica
9463,E10826,cosmética y belleza,corporal,hidratación
9464,E10830,higiene y cuidado personal,corporal,desodorantes
9465,E15684,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
9466,EC0001,infantil,mobiliario y descanso del bebé,colchones
9467,EC0005,infantil,mobiliario y descanso del bebé,colchones
9468,EC00075,infantil,mobiliario y descanso del bebé,colchones
9469,EC0008,infantil,mobiliario y descanso del bebé,colchones
9470,EC0015,infantil,mobiliario y descanso del bebé,colchones
9471,EC0017,infantil,mobiliario y descanso del bebé,colchones
9472,EC0020,infantil,mobiliario y descanso del bebé,colchones
9473,EC0022,infantil,mobiliario y descanso del bebé,colchones
9474,EC0025,infantil,mobiliario y descanso del bebé,colchones
9475,EC0026,infantil,mobiliario y descanso del bebé,colchones
9476,EC0062,infantil,mobiliario y descanso del bebé,cunas portatiles
9477,EC0063,infantil,mobiliario y descanso del bebé,cunas portatiles
9478,EC0064,infantil,mobiliario y descanso del bebé,cunas portatiles
9479,EC0067,infantil,mobiliario y descanso del bebé,otros descanso del bebé
9480,EC0068,infantil,mobiliario y descanso del bebé,cunas portatiles
9481,ECY1105,higiene y cuidado personal,dental,blanqueamiento dental
9482,ECY1105.1,higiene y cuidado personal,dental,blanqueamiento dental
9483,ECY9002,higiene y cuidado personal,íntima,copas menstruales
9484,ECY9003,higiene y cuidado personal,íntima,copas menstruales
9485,ECY9004,higiene y cuidado personal,íntima,copas menstruales
9486,ECY9005,higiene y cuidado personal,íntima,copas menstruales
9487,ECY9007,higiene y cuidado personal,íntima,copas menstruales
9488,ECY9020,salud,salud sexual,accesorios
9489,EL0001,salud,vitaminas y minerales,minerales
9490,ELA0004,salud,botiquín,quemaduras y cicatrices
9491,ELA0007,salud,trastornos digestivos ,gases
9492,ELA0016,salud,trastornos digestivos ,
9493,ELA0017,nutrición,pérdida de peso,drenajes
9494,ELA0032,salud,problemas cardiovasculares y circulación,colesterol
9495,ELA0035,salud,vitaminas y minerales,suplementos
9496,ELA0036,nutrición,pérdida de peso,drenajes
9497,ELA0037,salud,vitaminas y minerales,suplementos
9498,ELA0058,salud,descanso y relajación,
9499,ELA0059,salud,aparato respiratorio,garganta y tos
9500,ELA0060,salud,vitaminas y minerales,suplementos
9501,ELA0076,salud,problemas cardiovasculares y circulación,colesterol
9503,ELA0082,salud,aparato respiratorio,garganta y tos
9504,ELA0085,salud,aparato respiratorio,garganta y tos
9505,ELA0086,salud,vitaminas y minerales,jalea real
9506,ELA0087,salud,vitaminas y minerales,jalea real
9507,ELA0088,salud,vitaminas y minerales,jalea real
9508,ELA0089,salud,vitaminas y minerales,jalea real
9509,ELA0090,salud,vitaminas y minerales,jalea real
9510,ELA0092,salud,vitaminas y minerales,jalea real
9511,ELA0093,salud,vitaminas y minerales,jalea real
9512,ELA0094,salud,vitaminas y minerales,
9513,ELA0104,salud,vitaminas y minerales,
9515,ELA0107,nutrición,pérdida de peso,drenajes
9516,ELA0113,salud,belleza,cabello | uñas
9517,ELA215486,salud,vitaminas y minerales,multivitamínicos
9518,ELA216155,salud,descanso y relajación,
9519,ELA5516,salud,salud sexual,falta de deseo
9520,ELA5523,salud,salud sexual,falta de deseo
9522,ELABUNO,salud,descanso y relajación,
9523,ENER722147,salud,salud sexual,falta de deseo
9524,EP2542P,higiene y cuidado personal,cabello,peinado y tratamiento
9525,EP50025P,higiene y cuidado personal,cabello,mascarillas
9526,EP50027P,higiene y cuidado personal,cabello,champu
9527,EP5262P,higiene y cuidado personal,cabello,mascarillas
9528,EP5342P,higiene y cuidado personal,cabello,champús especiales
9529,EP5509,higiene y cuidado personal,cabello,champús especiales
9530,ES-GA220-MA,infantil,alimentación infantil,galletitas
9531,ES-PO100-FP,infantil,alimentación infantil,snacks
9532,ES-PO100-FV,infantil,alimentación infantil,snacks
9533,Ex01214,cosmética y belleza,sol,aceite solar
9534,EX01236,cosmética y belleza,sol,protectores solares
9535,EX03074,higiene y cuidado personal,cabello,peinado y tratamiento
9536,EXLESA013,cosmética y belleza,facial,antiarrugas
9537,EXP-VERT-20,salud,trastornos digestivos ,colon irritable
9538,F005331,nutrición,pérdida de peso,quemagrasas
9539,FLACEMEN,salud,aromaterapia,aceites esenciales
9540,FLCARAL,nutrición,pérdida de peso,productos sustitutivos y entrehoras
9541,FLCOMGAL,salud,trastornos digestivos ,
9542,FLCOMPH,salud,trastornos digestivos ,flora intestinal y digestión
9543,FLINFAH,salud,vitaminas y minerales,
9544,FLINFRES,nutrición,alimentos,tés e infusiones
9545,FLINFSAN,nutrición,alimentos,tés e infusiones
9546,FLINFSOS,salud,descanso y relajación,insomnio
9547,FLJARLLA,salud,aparato respiratorio,pecho
9548,FOAM5100,cosmética y belleza,facial,acné
9549,FP4881,nutrición,pérdida de peso,quemagrasas
9550,Frezy001,cosmética y belleza,ojos,contorno de ojos
9551,Frezy002,cosmética y belleza,facial,hidratantes
9553,Frezy007,cosmética y belleza,facial,antiarrugas
9554,GIR000001,infantil,juguetes,educativos e interactivos
9555,GIR000002,infantil,juguetes,educativos e interactivos
9556,GIR000004,infantil,mobiliario y descanso del bebé,otros descanso del bebé
9557,HACREAR,salud,botiquín,quemaduras y cicatrices
9558,HACREAT,salud,botiquín,quemaduras y cicatrices
9559,HACRECA,salud,botiquín,quemaduras y cicatrices
9561,HADENCLA,higiene y cuidado personal,dental,cuidados especiales
9562,HADENMES,higiene y cuidado personal,dental,cuidados especiales
9563,HADENNEE,higiene y cuidado personal,dental,cuidados especiales
9564,HAHENCO,higiene y cuidado personal,cabello,tintes de pelo
9565,HAHENCR,higiene y cuidado personal,cabello,tintes de pelo
9566,HAHENMA,higiene y cuidado personal,cabello,tintes de pelo
9567,HAHENNG,higiene y cuidado personal,cabello,tintes de pelo
9568,HAHENRE,higiene y cuidado personal,cabello,tintes de pelo
9569,HAHENRO,higiene y cuidado personal,cabello,tintes de pelo
9570,HAHENRU,higiene y cuidado personal,cabello,tintes de pelo
9571,HERBAL240325,salud,aparato respiratorio,garganta y tos
9572,HF034200,cosmética y belleza,corporal,hidratación
9573,HIMISAFIN,nutrición,alimentos,sal y especias
9574,HIMISAGRU,nutrición,alimentos,sal y especias
9575,HJAARG,higiene y cuidado personal,corporal,pastilla de jabón
9576,HJALAV,higiene y cuidado personal,corporal,pastilla de jabón
9577,HT2015,higiene y cuidado personal,cabello,champu
9578,HT2035.rosa,infantil,higiene infantil,gel-champú
9579,HYALC040,cosmética y belleza,facial,hidratantes
9580,I48488,salud,vitaminas y minerales,suplementos
9581,ID5397AQUA,infantil,accesorios de alimentación,útiles de aprendizaje
9582,ID5540.AZUL,infantil,accesorios de alimentación,esterilización y limpieza
9583,ID5540.NARA,infantil,accesorios de alimentación,esterilización y limpieza
9584,ID5540.ROSA,infantil,accesorios de alimentación,esterilización y limpieza
9585,ID630.azul,infantil,juguetes,mordedores
9586,ID754Azul,higiene y cuidado personal,dental,cepillos
9587,ID754Lila,higiene y cuidado personal,dental,cepillos
9589,IN16,salud,aparato respiratorio,garganta y tos
9590,IN331,salud,vitaminas y minerales,minerales
9591,IN332,salud,descanso y relajación,
9592,IN368,salud,belleza,antienvejecimiento
9593,IN385,salud,trastornos digestivos ,
9594,IN392,salud,problemas cardiovasculares y circulación,colesterol
9596,IN406,nutrición,pérdida de peso,quemagrasas
9600,IN471,salud,vitaminas y minerales,suplementos
9601,IN476,salud,belleza,piel
9603,IN478,salud,vitaminas y minerales,
9604,IN479,salud,vitaminas y minerales,
9605,IN480,salud,vitaminas y minerales,
9606,ININSRON15,salud,aparato respiratorio,pecho
9607,INPEGACE,nutrición,nutrición específica,niños
9608,INPEGINM,nutrición,nutrición específica,niños
9609,INPEGOME,nutrición,nutrición específica,niños
9610,INPEGPRO,nutrición,nutrición específica,niños
9611,INT210,salud,problemas cardiovasculares y circulación,
9612,INT227,salud,mujer,dolor menstrual
9613,INT265,salud,vitaminas y minerales,multivitamínicos
9614,INT289,salud,vitaminas y minerales,suplementos
9615,INT463,salud,vitaminas y minerales,suplementos
9616,INT486,salud,vitaminas y minerales,multivitamínicos
9619,INT496,salud,aparato urinario,cistitis
9620,INT507,salud,aparato urinario,próstata
9621,INT508,salud,belleza,cabello | uñas
9622,INT512,salud,belleza,piel
9623,j12406,cosmética y belleza,uñas,limas y tratamiento uñas
9624,J2013,higiene y cuidado personal,corporal,geles
9625,J2013x2,higiene y cuidado personal,corporal,geles
9626,JAS300005,higiene y cuidado personal,cabello,champu
9627,JAS300025,higiene y cuidado personal,cabello,mascarillas
9628,JAS300422,higiene y cuidado personal,dental,dentífricos
9629,JAS300438,higiene y cuidado personal,dental,colutorios
9630,JFM435,cosmética y belleza,hombres,afeitado masculino
9631,JFM436,cosmética y belleza,hombres,afeitado masculino
9632,JFM437,cosmética y belleza,hombres,afeitado masculino
9633,JW10001A23010,cosmética y belleza,facial,antimanchas
9634,JW10002A21510,cosmética y belleza,ojos,contorno de ojos
9635,JW10003A32010,cosmética y belleza,corporal,hidratación
9636,JW10004A10410,cosmética y belleza,labial,hidratantes labiales
9637,JW10004D10410,cosmética y belleza,labial,hidratantes labiales
9638,JW10005A32010,cosmética y belleza,facial,hidratantes
9639,JW10006A24010,cosmética y belleza,facial,antiarrugas
9640,JW10007A24010,cosmética y belleza,facial,antiarrugas
9641,JW10008A24010,cosmética y belleza,facial,hidratantes
9642,JW10009A25010,cosmética y belleza,manos,crema de manos
9643,JW10009D25010,cosmética y belleza,manos,crema de manos
9644,JW10010A24010,cosmética y belleza,facial,hidratantes
9645,JW10011A34010,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9646,JW10011D34010,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9647,JW10012A24010,cosmética y belleza,facial,acné
9648,JW10014A32010,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9649,JW10015A31010,higiene y cuidado personal,cabello,peinado y tratamiento
9650,JW10016A34010,cosmética y belleza,corporal,hidratación
9651,JW10017A32010,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9652,JW10019A24010,cosmética y belleza,corporal,hidratación
9653,JW10020A23010,cosmética y belleza,facial,hidratantes
9654,JW10021A23010,cosmética y belleza,facial,hidratantes
9655,JW10022A25010,higiene y cuidado personal,facial,mascarillas
9656,JW10027A25010,higiene y cuidado personal,facial,mascarillas
9657,JW10028A25010,higiene y cuidado personal,facial,mascarillas
9658,K036233,salud,belleza,cabello | uñas
9659,KA200025,higiene y cuidado personal,cabello,champu
9660,KA200026,higiene y cuidado personal,cabello,champu
9661,KA200027,higiene y cuidado personal,cabello,anticaspa
9662,KA200029,higiene y cuidado personal,cabello,champu
9663,KA200030,higiene y cuidado personal,cabello,champu
9664,KA200031,higiene y cuidado personal,cabello,anticaída
9665,KA200048,higiene y cuidado personal,cabello,champús especiales
9666,KA20063,higiene y cuidado personal,cabello,champu
9667,KBTMFT,higiene y cuidado personal,nariz y oído,pañuelos
9668,KCCEFT,higiene y cuidado personal,nariz y oído,pañuelos
9669,KITCHICCO-24271,infantil,juguetes,educativos e interactivos
9670,ks102,cosmética y belleza,facial,antiarrugas
9671,ks108,cosmética y belleza,facial,antiarrugas
9672,ks110,cosmética y belleza,facial,antiarrugas
9673,ks113,cosmética y belleza,facial,hidratantes
9674,ks114,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9675,ks115,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9676,ks116,higiene y cuidado personal,facial,exfoliantes
9677,ks117,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9678,ks118,higiene y cuidado personal,facial,exfoliantes
9679,ks119,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9680,ks121,cosmética y belleza,corporal,hidratación
9681,ks123,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
9682,KS156,cosmética y belleza,sol,after-sun
9683,ks161,cosmética y belleza,ojos,contorno de ojos
9684,ks169,cosmética y belleza,corporal,hidratación
9685,L0001,cosmética y belleza,facial,antimanchas
9686,L0005,cosmética y belleza,ojos,contorno de ojos
9687,L0036,cosmética y belleza,sol,protectores solares
9688,L0037,cosmética y belleza,sol,protectores solares
9689,L0038,cosmética y belleza,sol,protectores solares
9690,L0039,cosmética y belleza,sol,protectores solares
9691,L0040,cosmética y belleza,sol,after-sun
9692,L0041,cosmética y belleza,sol,after-sun
9693,L0043,cosmética y belleza,labial,hidratantes labiales
9694,L0044,cosmética y belleza,labial,hidratantes labiales
9695,L0045,cosmética y belleza,facial,hidratantes
9696,L0048,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9697,L0049,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9698,L0050,higiene y cuidado personal,facial,desmaquillantes y limpiadores
9699,L0059,higiene y cuidado personal,facial,mascarillas
9700,L0062,cosmética y belleza,facial,rojeces
9701,L0063,cosmética y belleza,facial,acné
9702,L0064,cosmética y belleza,facial,acné
9703,L0065,cosmética y belleza,facial,acné
9704,L0079,cosmética y belleza,sol,protectores solares
9705,L0080,cosmética y belleza,sol,protectores solares
9706,L04Sotya,salud,vitaminas y minerales,
9707,L05Sotya,salud,vitaminas y minerales,
9708,L1-200507,cosmética y belleza,facial,maquillajes
9709,L1-203129,cosmética y belleza,facial,maquillajes
9710,L1-203130,cosmética y belleza,facial,maquillajes
9712,L1565,cosmética y belleza,facial,antiarrugas
9713,L1566,cosmética y belleza,facial,antiarrugas
9714,L1567,cosmética y belleza,facial,antiarrugas
9715,L2-156378,cosmética y belleza,facial,maquillajes
9716,L2-164043,cosmética y belleza,facial,maquillajes
9717,L231,cosmética y belleza,facial,hidratantes
9718,L232,cosmética y belleza,facial,hidratantes
9719,L234,cosmética y belleza,facial,antiarrugas
9720,L236F,cosmética y belleza,facial,hidratantes
